4.248211825998892266e+01,4.182248593377781845e+02,3.852199868553226603e-01,4.728029781460385550e+01,6.331789906326345374e+01,6.802103097180555835e+00,4.662807959103143496e+00,1.632880799386837722e-03,3.301454206209430975e-01,8.981727122860327928e-02,9.854355529312703865e-01,1.437097376531419002e+00,2.352240276774124617e+00,3.278709462610931524e+01,1.154095165058405996e+02
5.362010011271123489e+01,3.606373456295640949e+02,7.130214976640900648e-01,6.662304767330216748e+01,6.231371064500899593e+01,2.951955214517083981e+00,1.039081299820771420e+01,7.604225723913766721e-01,5.976626743346959980e-01,6.433765831734156171e-02,1.072476548731657431e+00,5.733977089237118907e-01,2.283368772490291132e+00,6.455010032012853571e+01,1.145484385642095049e+02
6.816128626360787734e+01,5.099453889146103052e+02,6.258265817845583001e-01,4.401609569977065206e+01,4.748725475296573961e+01,5.280658766949846594e+00,9.752445132460840327e+00,3.254827604660224249e-01,1.216249612768067756e+00,2.995958582829503225e-01,8.073385204411690497e-01,7.775245692839506395e-01,1.901428083176412542e+00,3.167191796763711764e+01,8.286855180409872901e+01
3.192441223785680293e+01,5.992667542518231585e+02,4.090761648952309093e-01,3.188020849011634539e+01,4.354572025576405991e+01,2.050377649079887288e+00,8.978514741808458766e+00,3.800281815352379855e-01,7.156527776955374787e-01,1.166848088650590531e-02,1.189542979844119275e+00,7.194198128441069429e-01,1.213676825267081538e+00,6.081437733603978302e+01,9.486203021351349207e+01
4.097625419331164665e+01,5.959278810309365326e+02,7.298346577117977851e-01,5.230286692308558116e+01,3.293101509708000663e+01,5.401598837206718073e+00,2.413450962346752160e+00,7.586791864398396701e-01,9.276526159627183077e-01,4.061917049565426097e-01,9.586727683686298018e-01,1.333421050888005777e+00,2.240424812718949887e+00,3.936709908215655673e+01,1.029530738606054712e+02
4.269899512232285588e+01,3.166517627552278213e+02,7.756152657368708958e-02,4.138438228017491127e+01,4.473474320002012661e+01,5.416137423104057547e+00,2.346791158112700781e+00,6.273866220726009857e-03,1.513609590249597181e+00,3.310922297803489123e-01,8.580471531145148489e-01,1.241524105774222120e+00,2.491614059243017376e+00,3.861987409323525355e+01,8.214276141060948078e+01
5.950696784007838858e+01,2.761062299039733716e+02,2.622308475337220557e-01,6.908650749049860451e+01,6.685362424426497796e+01,2.350194255297084034e+00,6.382425274709901508e+00,2.675802206866164656e-01,1.617104378206421167e+00,4.542851004177762553e-01,1.130625553085875978e+00,6.868238787658345057e-01,2.877126897855608156e+00,5.526876915500058374e+01,1.114289348350224884e+02
3.187894610099755255e+01,2.100156816538439557e+02,9.033715346782253963e-01,6.642815101145365020e+01,4.626964378485168794e+01,1.281103628493818425e+00,2.403453616076916877e+00,1.264901453175226731e-02,1.284434140127258317e+00,3.972288728977028116e-01,1.458864934986191297e+00,7.630348843853055341e-01,2.819280515261234132e+00,4.169666909419628809e+01,1.039805155596734636e+02
3.716314450135336500e+01,3.730831240845737398e+02,7.963815761088890444e-01,5.086392348983522282e+01,3.024190736534068336e+01,5.644609625886142013e+00,1.056419888822606268e+01,3.471111768424650634e-01,1.205318815593841686e+00,9.906790157839162614e-02,9.559798803565249248e-01,5.828256017268483857e-01,1.196999700418067691e+00,3.066030891622460786e+01,8.571329332838655546e+01
4.303896701515884615e+01,3.168131956959573472e+02,6.023809507624426907e-01,6.760541134431906585e+01,4.923617144651953481e+01,6.959902441768829995e+00,5.976590170527801504e+00,5.272592607297865719e-02,1.477312911033351606e+00,4.878169046114516072e-01,1.236854519807207176e+00,8.526284156152444949e-01,1.867117294734440103e+00,3.575202989724716218e+01,1.095915933134228908e+02
